,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsmallest,0.25,4,6,1,0.998,0.002,1254,1.3028,1.0935,1.2673,0.9465,0.9264,0.9467,2.2912,1.2476,1.3208,1.0434,0.8658,1.3115,0.9652,1.1987,1.30978,1.2378399999999998,1.28446,1.0022199999999999,1.0398399999999999,1.69676,4.24486,1.20158,1.48326,1.07812,1.03188,1.441,1.32468,1.490483076923077,1.2312,0.974,0.9354,0.9301,0.9014,0.9014,1.3367,0.892,1.0001,1.0307,0.864,0.87,0.8685,0.864,1.4108,1.5966,1.7196,1.1987,1.2267,3.2945,13.4916,1.368,2.311,1.1553,1.3213,2.7597,2.284,13.4916,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,4,1,4,0.998,0.002,1254,1.2203,1.3389,1.242,1.1982,1.2922,1.5143,1.1773,1.2063,1.1113,1.1773,1.1223,1.0518,1.1732,1.1982,1.22296,1.33296,1.3405,1.20322,1.2474599999999998,1.36588,1.2566000000000002,1.14802,1.1456,1.24578,1.2062599999999999,1.1938600000000001,1.1906,1.2384384615384614,1.1788,1.0791,1.1222,1.0325,1.0867,1.099,1.0336,1.0175,1.0828,0.9991,1.024,0.9933,0.9074,0.9074,1.2815,1.5552,1.8658,1.3739,1.3656,1.5678,1.6733,1.2709,1.3227,1.4781,1.4731,1.5293,1.6949,1.8658,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,4,6,2,0.998,0.002,1254,1.3586,1.1977,1.384,0.9465,1.0557,2.0598,4.6149,1.228,1.2256,1.0371,0.9871,1.1012,1.0029,1.1977,1.36702,1.19034,2.76052,1.03958,1.00872,1.9887000000000001,5.735259999999999,1.24062,1.30586,1.11942,1.03522,1.21496,1.2601200000000001,1.7127953846153845,1.3101,0.9813,1.1607,0.9301,0.9187,1.0135,1.4162,1.1963,0.9857,1.0317,0.8654,0.9535,0.9158,0.8654,1.4637,1.3815,8.5198,1.3855,1.072,3.5266,15.7563,1.3278,1.9123,1.3442,1.3524,1.6403,2.0962,15.7563,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,3,1,0.999,0.002,1254,1.5044,1.0731,0.99,0.985,1.0859,3.8147,9.9198,1.0159,1.1955,2.0897,1.2303,1.0829,1.8869,1.1973,1.5585200000000001,1.19164,4.40688,0.9859600000000001,1.0443799999999999,3.27524,9.607420000000001,1.07456,1.2036,2.253,1.30782,1.08118,3.44166,2.4947584615384617,1.3857,0.9762,0.977,0.975,0.9653,1.9025,2.1472,0.9699,0.9799,1.0969,1.1383,0.9064,0.834,0.834,1.7913,1.5712,17.9497,0.9949,1.103,3.9074,15.804,1.396,1.6175,4.3811,1.6147,1.2116,11.285,17.9497,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,4,0.998,0.002,1254,1.4041,1.1409,1.1429,0.9939,0.9699,1.9795,2.1866,1.475,0.9646,1.469,2.5217,1.1957,1.4257,1.1957,1.36258,1.20384,3.66564,0.99034,0.9800599999999999,2.0906,2.71584,1.38294,1.0335800000000002,2.75714,2.22562,1.2336399999999998,1.7927199999999999,1.8026569230769232,1.0952,0.9625,0.9779,0.9818,0.9587,1.4246,0.9241,0.947,0.9468,0.9596,0.9458,0.9095,0.9769,0.9095,1.5419,1.7039,13.9548,1.0,1.0284,2.8179,4.4757,1.69,1.3223,7.1822,4.113,1.5874,3.1933,13.9548,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,2,0.998,0.002,1254,1.3968,1.1409,1.1429,0.9939,0.9699,1.9795,2.1866,1.4029,0.9646,1.469,2.5217,1.1957,1.5344,1.1957,1.362,1.20384,3.66564,0.99034,0.98148,2.0906,2.67046,1.26884,1.04318,2.75714,2.0761399999999997,1.2681799999999999,1.8924400000000001,1.7900215384615383,1.0898,0.9625,0.9779,0.9818,0.9587,1.4246,0.9241,0.947,0.9468,0.9596,0.9024,0.9095,0.9769,0.9024,1.5388,1.7039,13.9548,1.0,1.0284,2.8179,4.4772,1.475,1.3703,7.1822,3.4095,1.7601,3.1956,13.9548,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,4,0.998,0.002,1254,1.4041,1.1409,1.1429,0.9939,0.9699,1.9795,2.1866,1.475,0.9646,1.469,2.5217,1.1957,1.4257,1.1957,1.36394,1.20384,3.66564,0.99034,0.9800599999999999,2.0906,2.71584,1.38294,1.0335800000000002,2.75714,2.54008,1.2336399999999998,1.7917999999999998,1.8268799999999998,1.0952,0.9625,0.9779,0.9818,0.9587,1.4246,0.9241,0.947,0.9468,0.9596,0.9458,0.9095,0.9769,0.9095,1.5419,1.7039,13.9548,1.0,1.0284,2.8179,4.4757,1.69,1.3223,7.1822,5.6853,1.5874,3.1887,13.9548,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,3,0.998,0.002,1254,1.4041,1.1409,1.1429,0.9939,0.9699,1.9795,2.2461,1.475,0.9646,1.469,2.5217,1.1957,1.4257,1.1957,1.36322,1.20384,3.66564,0.99034,0.9800599999999999,2.0906,2.73306,1.38294,1.0335800000000002,2.75714,2.08808,1.2551999999999999,1.8172000000000001,1.7969923076923078,1.0984,0.9625,0.9779,0.9818,0.9587,1.4246,0.9241,0.947,0.9468,0.9596,0.9621,0.9095,0.9769,0.9095,1.5419,1.7039,13.9548,1.0,1.0284,2.8179,4.4757,1.69,1.3223,7.1822,3.4095,1.6952,3.1933,13.9548,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,3,0.998,0.002,1254,1.4041,1.1409,1.1429,0.9939,0.9699,1.9795,2.2461,1.475,0.9646,1.469,2.5217,1.1957,1.4257,1.1957,1.36724,1.20384,3.66564,0.99034,0.9800599999999999,2.0906,2.73306,1.38294,1.0335800000000002,2.75714,2.50676,1.2551999999999999,1.8156400000000001,1.8293876923076924,1.102,0.9625,0.9779,0.9818,0.9587,1.4246,0.9241,0.947,0.9468,0.9596,0.9621,0.9095,0.9769,0.9095,1.5419,1.7039,13.9548,1.0,1.0284,2.8179,4.4757,1.69,1.3223,7.1822,5.5022,1.6952,3.1887,13.9548,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,2,0.998,0.002,1254,1.4027,1.1409,1.1429,0.9939,0.9699,1.9795,2.3886,1.475,0.9646,1.469,2.5217,1.1957,1.4257,1.1957,1.35526,1.20384,3.66564,0.99034,0.97722,2.0906,2.76096,1.44002,1.0144,2.75714,2.0752800000000002,1.18412,1.6713200000000001,1.7835492307692309,1.0919,0.9625,0.9779,0.9818,0.9587,1.4246,0.9241,0.947,0.9468,0.9596,0.897,0.9095,0.9769,0.897,1.5435,1.7039,13.9548,1.0,1.0284,2.8179,4.4727,1.833,1.2264,7.1822,3.4095,1.3398,3.1887,13.9548,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,3,3,1,0.999,0.002,1254,1.2273,1.281,1.5898,1.3696,1.1183,1.0171,1.1635,1.2897,1.664,0.9539,1.4411,0.9076,1.1924,1.1943,1.27188,1.21594,1.6152799999999998,1.62572,1.24204,1.0369199999999998,1.22778,1.3568799999999999,1.5187,1.03898,1.53336,0.92684,1.34118,1.3039615384615384,1.2056,1.0413,0.9752,1.0789,1.0727,0.88,0.8374,1.0542,1.171,0.8501,0.9257,0.8476,1.1283,0.8374,1.4732,1.3161,2.7254,3.1425,1.5226,1.1943,1.7069,1.8489,1.762,1.5359,2.7273,1.0332,1.8526,3.1425,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,3,4,3,0.998,0.002,1254,1.2552,1.1269,1.5121,1.2765,1.1408,1.1843,1.1926,1.1101,1.3946,0.9567,1.2715,1.0692,1.1838,1.1936,1.2597,1.4656,1.6968,1.2625199999999999,1.18004,1.32128,1.2212,1.11364,1.3882400000000001,1.00432,1.21288,1.04064,1.6018000000000001,1.289896923076923,1.2496,0.9865,1.4125,1.0652,1.0488,0.9887,0.8667,1.0602,1.0684,0.9153,0.9135,0.9095,0.8136,0.8136,1.2726,2.7591,2.1668,1.5084,1.3875,1.796,1.733,1.1725,1.555,1.1936,1.3373,1.2027,3.6416,3.6416,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.05,2,1,2,0.999,0.002,1254,1.2639,1.459,1.1515,1.2165,1.1426,1.3855,1.066,1.0039,1.0215,1.0168,1.5346,1.1551,1.3475,1.1932,1.23854,1.38186,1.2424,1.29484,1.14292,1.26484,1.15042,0.9670400000000001,1.17286,1.13456,1.56686,1.1727,1.34618,1.236616923076923,1.1838,1.181,1.059,1.0591,0.9937,1.0527,1.0601,0.89,1.016,1.0115,1.5191,0.9253,1.0333,0.89,1.2812,1.5414,1.7374,1.501,1.2857,1.396,1.2848,1.0091,1.496,1.4397,1.6962,1.4326,1.7624,1.7624,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.05,2,2,2,0.998,0.002,1254,1.1955,1.2311,1.4522,1.1771,1.1696,1.2135,1.1613,0.9978,1.245,1.1311,1.5138,1.1085,1.2348,1.1929,1.18656,1.3441800000000002,1.36024,1.2654,1.14688,1.2073399999999999,1.18062,0.98756,1.2624400000000002,1.12568,1.5816000000000001,1.24902,1.36026,1.2505984615384615,1.1446,1.1197,1.084,1.095,0.8833,0.9551,0.9103,0.8524,0.9636,0.8375,1.5035,0.9818,1.0397,0.8375,1.2352,1.6651,1.5391,1.6437,1.4023,1.4405,1.535,1.1929,1.8608,1.3974,1.731,1.8538,1.7189,1.8608,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,3,5,3,0.998,0.002,1254,1.2111,1.195,1.2744,1.2225,1.2271,1.0795,1.2073,1.1582,1.1208,0.9346,1.2847,0.8957,0.9994,1.1927,1.22904,1.30682,1.32396,1.31222,1.22914,1.11356,1.2845,1.2041,1.22946,0.9730000000000001,1.33742,0.94976,1.43142,1.224953846153846,1.1905,1.0153,1.1927,0.9445,0.9921,0.9923,1.0018,1.0066,1.0316,0.9106,1.2113,0.8486,0.9298,0.8486,1.2914,1.8101,1.5785,1.6966,1.4083,1.2908,1.8335,1.3633,1.8334,1.0791,1.4824,1.0767,3.2379,3.2379,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,5,5,4,0.998,0.002,1254,1.2797,1.1596,0.9939,0.99,1.0025,1.2588,2.7677,0.9719,0.9361,1.115,1.9896,1.4929,1.0445,1.1926,1.30574,1.21798,2.5259,1.15972,1.20654,1.3102800000000001,5.89016,1.12242,1.0391,1.2916,2.1729600000000002,1.6901599999999999,396.40388,32.179726153846154,1.1926,1.0793,0.9763,0.9761,0.9471,0.9487,1.4931,0.9414,0.9352,1.0278,1.3241,0.8915,0.8797,0.8797,1.4542,1.554,8.6714,1.844,1.9466,1.9518,13.2131,1.3907,1.2202,1.9091,2.8853,2.888,1978.025,1978.025,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,4,2,2,0.999,0.002,1254,1.171,1.4758,1.2366,1.3033,1.2822,1.1355,1.0696,1.2929,1.2186,1.0147,1.0428,1.1077,1.2667,1.1905,1.19942,1.47752,1.3036999999999999,1.42212,1.3302,1.1822,1.1607600000000002,1.21902,1.13772,0.97644,1.12424,1.19072,1.2117200000000001,1.2258292307692307,1.1421,1.1625,1.0528,1.0699,1.1414,1.0948,0.9532,1.0104,0.9135,0.9026,0.9063,1.0085,0.9162,0.9026,1.2796,1.7976,1.6989,2.1581,1.5744,1.3946,1.5192,1.3683,1.3611,1.0206,1.3287,1.684,1.3728,2.1581,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,3,5,4,0.999,0.002,1254,1.2581,1.3421,1.2787,1.2254,1.1658,1.0489,1.1901,1.3195,1.1184,0.9556,1.3846,0.9433,0.9841,1.1901,1.27908,1.4154200000000001,1.39744,1.26914,1.16564,1.14278,1.2973599999999998,1.2931,1.51416,0.9919800000000001,1.44792,0.98552,2.1713999999999998,1.3362261538461537,1.2334,1.0569,1.1786,0.9434,1.0542,0.9918,1.022,1.0471,1.0095,0.9392,1.253,0.8837,0.9321,0.8837,1.3544,2.119,1.9057,1.6124,1.2646,1.4914,1.8511,1.4125,2.8184,1.0677,1.6629,1.1361,6.9597,6.9597,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,4,6,4,0.997,0.002,1254,1.3942,1.1568,1.3872,0.9379,1.0585,2.261,3.9545,1.1442,1.1898,1.0184,1.1485,1.1215,1.2015,1.1898,1.3785,1.17502,2.72426,1.03004,1.0197800000000001,2.0178000000000003,4.57462,1.1675,1.28628,1.14304,1.1370200000000001,1.1991200000000002,1.3810600000000002,1.6333876923076924,1.3124,1.1103,1.1485,0.9189,0.934,0.9834,1.8213,1.1418,1.0643,1.0117,1.0187,0.9321,0.9132,0.9132,1.4514,1.3063,8.4242,1.3751,1.0596,3.4834,11.0,1.2088,1.752,1.3925,1.2871,1.727,1.9819,11.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,2,6,1,0.997,0.002,1254,1.2653,1.3267,1.2946,1.0844,1.0397,1.5351,1.041,1.0322,1.2566,1.1002,1.2987,1.0322,0.9712,1.1898,1.2462,1.32978,1.2962,1.17234,1.03728,1.65736,1.31622,1.18668,1.30258,1.1713,1.39432,0.9869600000000001,1.12174,1.2476123076923078,1.1802,1.0861,0.912,0.8444,0.8205,1.112,0.8115,1.0198,0.9206,0.808,0.9056,0.8032,0.8927,0.8032,1.3253,1.5088,1.6662,1.7088,1.2059,2.2016,2.3644,1.5084,1.911,1.568,1.8288,1.1271,1.7077,2.3644,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,4,6,1,0.997,0.002,1254,1.2832,1.0824,1.2558,0.9379,0.9152,0.9326,2.2569,1.2289,1.2967,1.0246,0.8452,1.2876,0.9446,1.189,1.2902,1.22226,1.2734,0.99282,1.02606,1.6723,4.17194,1.1838000000000002,1.45594,1.0583,1.00838,1.4113799999999999,1.3035,1.4669446153846153,1.2104,0.9593,0.925,0.9189,0.8859,0.8877,1.3138,0.8757,0.9791,1.0102,0.8432,0.85,0.8483,0.8432,1.3868,1.5759,1.7127,1.189,1.212,3.2577,13.2488,1.3502,2.2692,1.1355,1.2906,2.7069,2.2604,13.2488,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.8,5,2,1,0.998,0.002,1254,1.3482,1.0857,0.9899,0.9879,1.0918,1.913,3.7496,0.9758,0.9702,1.7562,2.0034,1.3023,1.8356,1.1879,1.34076,1.1110200000000001,0.9974999999999999,0.98674,1.5031,1.9679600000000002,5.01586,0.98414,0.9681200000000001,1.6184,2.18066,1.55366,2.0622800000000003,1.7146307692307692,1.1757,0.9639,0.9779,0.9759,1.0398,0.9977,2.3313,0.9586,0.9467,1.0061,1.6375,0.9278,0.8618,0.8618,1.4436,1.2714,1.0417,0.994,2.161,3.0946,8.3441,1.0401,0.9949,2.0452,3.4249,2.4714,4.0696,8.3441,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,3,2,1,0.999,0.002,1254,1.3236,1.0453,1.6777,1.5094,1.4114,1.0929,1.1878,1.2467,1.2482,1.0402,1.3696,1.0911,1.1578,1.1878,1.30526,1.0342,1.71464,1.4341599999999999,1.42366,1.25,1.2609,1.37954,1.17118,1.072,1.19174,1.05468,1.1688,1.2662123076923075,1.2018,0.8895,0.9582,0.9836,1.0169,1.0309,0.9786,1.0837,0.9602,0.9693,0.8394,0.8721,0.9364,0.8394,1.3666,1.1785,2.6027,2.0096,1.7378,1.8132,1.5236,1.9943,1.3321,1.255,1.5324,1.2329,1.5305,2.6027,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,4,2,4,0.997,0.002,1254,1.1931,1.3385,1.2535,1.1129,1.3265,1.4638,1.1769,1.1382,1.2316,1.1631,1.0672,1.0619,1.1339,1.1877,1.2099199999999999,1.55764,1.2247,1.18198,1.31292,1.42988,1.24694,1.13554,1.2234,1.1068799999999999,1.1548399999999999,1.14892,1.1481,1.2370507692307693,1.1459,1.0606,1.0005,1.005,1.0548,1.1864,0.9908,1.0103,0.944,0.9615,1.0188,1.0201,0.8384,0.8384,1.2804,2.4627,1.403,1.4353,1.5153,1.5609,1.6484,1.2233,1.4588,1.1883,1.5666,1.5716,1.3434,2.4627,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.05,2,2,3,0.998,0.002,1254,1.1953,1.3441,1.3413,1.1973,1.1882,1.1734,1.1016,0.9785,1.1285,1.0822,1.4852,1.0906,1.1407,1.1877,1.20102,1.31938,1.34036,1.3023799999999999,1.174,1.23658,1.1643000000000001,1.0518800000000001,1.22138,1.09552,1.46176,1.2601,1.25972,1.2375676923076924,1.1682,1.0904,1.2852,1.0824,0.9709,0.9589,1.0277,0.8757,0.9985,0.9583,1.3269,0.9789,1.0672,0.8757,1.2474,1.5391,1.4121,1.571,1.3779,1.5092,1.4671,1.3889,1.8155,1.2338,1.5809,1.9412,1.6075,1.9412,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,3,1,0.998,0.002,1254,1.4917,1.0666,0.988,0.982,1.0816,3.7842,9.83,1.0088,1.1848,2.0645,1.2046,1.0568,1.8576,1.1864,1.54518,1.1851600000000002,4.400799999999999,0.9831799999999999,1.03856,3.2485999999999997,9.5349,1.06758,1.1933399999999998,2.23686,1.27848,1.05912,3.35864,2.4715692307692305,1.3728,0.9723,0.974,0.9701,0.9585,1.8851,2.1215,0.964,0.9759,1.0859,1.1143,0.8892,0.8042,0.8042,1.7783,1.5601,17.9318,0.9939,1.0964,3.8797,15.7399,1.3861,1.6012,4.3633,1.5789,1.1907,11.0006,17.9318,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,5,6,2,0.997,0.002,1254,1.3,1.1898,0.9596,0.938,1.2389,1.027,1.7628,1.1111,1.3197,1.0835,1.317,1.118,0.9474,1.1851,1.3391600000000001,1.20726,2.28818,1.1207,1.50966,1.08956,2.47568,1.26136,1.28996,1.15504,1.6803599999999999,1.1921599999999999,0.9593999999999999,1.4283446153846153,1.2786,0.9479,0.895,0.9115,0.8822,0.8753,1.106,0.8954,1.0421,1.0454,1.1851,0.9769,0.8733,0.8733,1.4398,1.4018,7.322,1.597,2.1267,1.5689,5.2022,1.7696,1.414,1.407,2.3409,1.7333,1.0846,7.322,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,3,0.997,0.002,1254,1.3945,1.1352,1.1406,0.9929,0.965,1.9734,2.2296,1.4669,0.9588,1.4551,2.4792,1.1837,1.4145,1.1849,1.35352,1.199,3.66066,0.9887599999999999,0.97454,2.07438,2.71442,1.37402,1.02704,2.7347799999999998,2.0515999999999996,1.23588,1.782,1.7823538461538462,1.0903,0.9576,0.9749,0.9788,0.952,1.4125,0.9157,0.9384,0.9382,0.9533,0.9518,0.8958,0.9632,0.8958,1.5312,1.6996,13.9408,1.0,1.0237,2.7913,4.4443,1.6783,1.3147,7.1209,3.3426,1.6723,3.1157,13.9408,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,2,0.997,0.002,1254,1.3931,1.1352,1.1406,0.9929,0.965,1.9734,2.3708,1.4669,0.9588,1.4551,2.4792,1.1837,1.4145,1.1849,1.3456199999999998,1.199,3.66066,0.9887599999999999,0.9716400000000001,2.07438,2.74176,1.43086,1.00788,2.7347799999999998,2.03898,1.16564,1.63748,1.7690338461538462,1.0838,0.9576,0.9749,0.9788,0.952,1.4125,0.9157,0.9384,0.9382,0.9533,0.8871,0.8958,0.9632,0.8871,1.5328,1.6996,13.9408,1.0,1.0237,2.7913,4.4398,1.8207,1.2189,7.1209,3.3426,1.3211,3.109,13.9408,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,2,0.997,0.002,1254,1.3873,1.1352,1.1406,0.9929,0.965,1.9734,2.1691,1.3926,0.9588,1.4551,2.4792,1.1837,1.4945,1.1849,1.35222,1.199,3.66066,0.9887599999999999,0.9759800000000001,2.07438,2.65234,1.26046,1.03664,2.7347799999999998,2.03866,1.2487,1.8559,1.7752676923076922,1.0814,0.9576,0.9749,0.9788,0.952,1.4125,0.9157,0.9384,0.9382,0.9533,0.8871,0.8958,0.9632,0.8871,1.5281,1.6996,13.9408,1.0,1.0237,2.7913,4.4465,1.4669,1.3627,7.1209,3.3426,1.7364,3.119,13.9408,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,4,0.997,0.002,1254,1.3945,1.1352,1.1406,0.9929,0.965,1.9734,2.1691,1.4669,0.9588,1.4551,2.4792,1.1837,1.4145,1.1849,1.35288,1.199,3.66066,0.9887599999999999,0.97454,2.07438,2.69726,1.37402,1.02704,2.7347799999999998,2.1868,1.2146000000000001,1.7578,1.7878861538461537,1.0871,0.9576,0.9749,0.9788,0.952,1.4125,0.9157,0.9384,0.9382,0.9533,0.9356,0.8958,0.9632,0.8958,1.5312,1.6996,13.9408,1.0,1.0237,2.7913,4.4443,1.6783,1.3147,7.1209,4.034,1.5659,3.1157,13.9408,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,3,0.997,0.002,1254,1.3945,1.1352,1.1406,0.9929,0.965,1.9734,2.2296,1.4669,0.9588,1.4551,2.4792,1.1837,1.4145,1.1849,1.35752,1.199,3.66066,0.9887599999999999,0.97454,2.07438,2.71442,1.37402,1.02704,2.7347799999999998,2.46278,1.23588,1.7797399999999999,1.814116923076923,1.0938,0.9576,0.9749,0.9788,0.952,1.4125,0.9157,0.9384,0.9382,0.9533,0.9518,0.8958,0.9632,0.8958,1.5312,1.6996,13.9408,1.0,1.0237,2.7913,4.4443,1.6783,1.3147,7.1209,5.3975,1.6723,3.109,13.9408,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,4,0.997,0.002,1254,1.3945,1.1352,1.1406,0.9929,0.965,1.9734,2.1691,1.4669,0.9588,1.4551,2.4792,1.1837,1.4145,1.1849,1.35424,1.199,3.66066,0.9887599999999999,0.97454,2.07438,2.69726,1.37402,1.02704,2.7347799999999998,2.4955600000000002,1.2146000000000001,1.75646,1.8116384615384615,1.0871,0.9576,0.9749,0.9788,0.952,1.4125,0.9157,0.9384,0.9382,0.9533,0.9356,0.8958,0.9632,0.8958,1.5312,1.6996,13.9408,1.0,1.0237,2.7913,4.4443,1.6783,1.3147,7.1209,5.5778,1.5659,3.109,13.9408,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,5,5,4,0.998,0.002,1254,1.2784,1.1036,0.9939,0.99,1.0025,1.2588,2.7677,0.9719,0.9361,1.115,1.9896,1.4929,1.0445,1.1846,1.29734,1.2117200000000001,2.5259,1.15972,1.2070599999999998,1.3102800000000001,5.85306,1.12242,1.0391,1.2916,2.1757999999999997,1.6900600000000001,396.40388,32.17599538461538,1.1846,1.0793,0.9763,0.9761,0.9471,0.9487,1.3522,0.9414,0.9352,1.0278,1.3241,0.891,0.8797,0.8797,1.4421,1.554,8.6714,1.844,1.9492,1.9518,13.2131,1.3907,1.2202,1.9091,2.9538,2.888,1978.025,1978.025,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,4,1,2,0.999,0.002,1254,1.2017,1.2226,1.3073,1.2718,1.2406,1.2245,1.0661,1.343,1.0261,1.0663,1.1088,1.0855,1.0784,1.1843,1.19326,1.33588,1.3200800000000001,1.28852,1.2198,1.27628,1.09632,1.23994,1.0991399999999998,1.1016400000000002,1.16002,1.23732,1.3380800000000002,1.22356,1.1532,1.0209,1.1296,1.1069,1.0857,1.0963,0.8804,1.041,1.0047,0.9273,1.0513,0.928,0.9276,0.8804,1.24,1.8507,1.5384,1.5759,1.2979,1.4509,1.3292,1.3598,1.3142,1.2518,1.3833,1.6196,2.5385,2.5385,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,4,3,3,0.998,0.002,1254,1.3113,1.1777,0.9899,0.9939,1.0,1.9478,5.2708,1.0401,0.988,2.4729,1.1238,1.6604,1.0166,1.1837,1.31388,1.3226,1.01832,0.9927199999999999,1.14676,2.92516,15.78914,1.0235800000000002,1.04928,2.4148199999999997,1.4091999999999998,1.8531600000000001,1.9434200000000001,2.6309261538461537,1.1837,0.9762,0.9879,0.9818,0.994,1.4276,1.8913,0.9761,0.964,1.3633,1.0659,0.9237,0.8678,0.8678,1.4564,2.1387,1.1299,1.0,1.3712,5.8522,62.5317,1.0402,1.3304,3.6089,2.0989,3.5808,5.3678,62.5317,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.8,4,3,2,0.998,0.002,1254,1.3132,1.1777,0.9899,0.9939,1.0,1.9478,5.2708,1.0401,0.988,2.4729,1.1238,1.6604,1.0166,1.1837,1.31456,1.3226,1.01832,0.9927199999999999,1.14676,2.92516,15.78914,1.0235800000000002,1.04928,2.4148199999999997,1.4575,1.85324,1.9913,2.638383076923077,1.1837,0.9762,0.9879,0.9818,0.994,1.4276,1.8913,0.9761,0.964,1.3633,1.0659,0.9237,0.8678,0.8678,1.4564,2.1387,1.1299,1.0,1.3712,5.8522,62.5317,1.0402,1.3304,3.6089,2.0989,3.5808,5.3678,62.5317,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.8,4,3,3,0.998,0.002,1254,1.3125,1.1777,0.9899,0.9939,1.0,1.9478,5.2708,1.0401,0.988,2.4729,1.1238,1.6604,1.0166,1.1837,1.31412,1.3226,1.01832,0.9927199999999999,1.14676,2.92516,15.78914,1.0235800000000002,1.04928,2.4148199999999997,1.4091999999999998,1.8531600000000001,1.9434200000000001,2.6309446153846157,1.1837,0.9762,0.9879,0.9818,0.994,1.4276,1.8913,0.9761,0.964,1.3633,1.0659,0.9237,0.8678,0.8678,1.4564,2.1387,1.1299,1.0,1.3712,5.8522,62.5317,1.0402,1.3304,3.6089,2.0989,3.5808,5.3678,62.5317,5,5,5,5,5,5,5,5,5,5,5,5,5,65
