date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,total_profit,yearly_profit
2022-01-05/2022-12-31,3,7,1,0.998,0.7276433279036029,0.724277282867767
2001-01-05/2001-12-31,2,8,2,0.998,0.7276416320513781,0.7242755702437339
2012-01-02/2012-12-31,2,4,2,0.995,0.725067845422145,0.7242677991661205
2009-01-02/2009-12-31,4,3,1,0.995,0.7257063799877358,0.7242656514872324
2022-01-06/2022-12-31,5,4,1,0.998,0.7282653120133689,0.7242560968580594
2016-01-05/2016-12-31,3,4,2,0.998,0.7269691245772472,0.7242451806245166
2001-01-03/2001-12-31,2,6,1,0.995,0.7261946089130463,0.7241117059721217
2021-01-04/2021-12-31,2,6,2,0.998,0.7268167362422044,0.7240915761529227
2009-01-05/2009-12-31,5,7,1,0.995,0.7274365582578727,0.724068468720144
2012-01-02/2012-12-31,2,4,2,0.998,0.7248333345352436,0.7240327427339075
2001-01-03/2001-12-31,3,7,1,0.998,0.7261146396084767,0.7240312501815706
2018-01-02/2018-12-31,3,2,2,0.995,0.7254628795198473,0.7240211283855916
2015-01-07/2015-12-31,5,4,2,0.998,0.7286614653659992,0.7240053215618555
2012-01-04/2012-12-31,4,2,2,0.998,0.7260846752902208,0.7240011035986014
2005-01-04/2005-12-31,3,2,1,0.995,0.7267136918291278,0.7239877096077986
2009-01-05/2009-12-31,4,2,1,0.998,0.7273077853278936,0.7239384229434622
2022-01-04/2022-12-31,3,7,2,0.995,0.7266476597822291,0.7239211508203662
2015-01-01/2015-12-31,5,5,1,0.998,0.7246624103292599,0.723861421069559
2018-01-01/2018-12-31,4,6,1,0.998,0.7246624103292595,0.7238614210695585
2013-01-02/2013-12-31,2,8,2,0.995,0.7252942719049427,0.7238518129640109
2002-01-07/2002-12-31,3,6,2,0.998,0.7285051907114072,0.7238469012886434
2002-01-07/2002-12-31,4,4,2,0.995,0.7284761308342295,0.7238174425012567
2000-08-02/2022-12-31,3,2,1,0.995,0.0007134473694944028,0.7237700242473282
2007-01-01/2007-12-31,2,7,2,0.995,0.7245502489670954,0.7237489989685318
2000-08-09/2022-12-31,3,2,1,0.995,0.0007151175275912281,0.7236453568650237
2022-01-03/2022-12-31,5,4,1,0.998,0.7256655398873241,0.7235794198812557
2013-01-02/2013-12-31,2,8,1,0.995,0.7249056797310234,0.7234615904279724
2009-01-06/2009-12-31,5,7,1,0.995,0.7274365582578727,0.7234175650970068
2001-01-01/2001-12-31,3,8,2,0.998,0.7241907971016397,0.7233887118965483
2001-01-03/2001-12-31,4,2,2,0.995,0.7254384574865078,0.7233509577482425
2022-01-03/2022-12-31,3,5,1,0.998,0.7254293853581306,0.7233418305117675
2004-01-02/2004-12-31,4,5,1,0.998,0.7241009068108848,0.7232986128366492
2009-01-06/2009-12-31,4,2,1,0.998,0.7273077853278936,0.7232872743391153
2019-01-02/2019-12-31,5,3,2,0.995,0.7247045835655228,0.7232596510603314
2018-01-02/2018-12-31,4,6,1,0.998,0.7246624103292595,0.7232173010345022
2019-01-04/2019-12-31,5,4,2,0.998,0.7259361672326359,0.7232039871819594
2007-01-02/2007-12-31,2,7,2,0.995,0.7245502489670954,0.7231046695679555
2005-01-03/2005-12-31,4,6,1,0.995,0.7251169425558829,0.7230274904199975
2008-01-01/2008-12-31,3,2,1,0.998,0.723168877435726,0.723008355475379
2010-01-01/2010-12-31,3,8,2,0.995,0.7238112385174653,0.7230082720533618
2015-01-05/2015-12-31,4,5,1,0.998,0.7263483931442833,0.7229695582911391
2000-08-04/2022-12-31,3,2,2,0.998,0.0006971005166322156,0.7229645699029946
2015-01-08/2015-12-31,3,4,2,0.998,0.7282514311595202,0.7229342039346554
2022-01-04/2022-12-31,5,4,1,0.998,0.7256655398873242,0.7229312049210529
2000-08-11/2022-12-31,3,2,2,0.998,0.0007003639627168936,0.7229146304660842
2007-01-03/2007-12-31,2,2,2,0.998,0.7249903692645524,0.7229001488662717
2003-01-02/2003-12-31,2,7,1,0.995,0.7243251446566165,0.7228786220989482
2015-01-01/2015-12-31,2,6,1,0.995,0.7236764513448799,0.7228731720967797
2005-01-05/2005-12-31,4,3,2,0.998,0.7262349274375751,0.7228549735250523
2010-01-06/2010-12-31,3,6,2,0.998,0.7268375489416157,0.7228114987559977
2012-01-06/2012-12-31,3,3,1,0.995,0.7261729426279104,0.7227923774983672
2014-01-01/2014-12-31,4,3,2,0.998,0.7235648120642381,0.7227612738140284
2001-01-01/2001-12-31,3,8,1,0.998,0.7235618006526304,0.7227582554167946
2007-01-01/2007-12-31,2,7,1,0.995,0.7235537191647974,0.7227501551824007
2023-01-02/2023-06-23,5,5,1,0.998,0.8582027627538046,0.7227283343198068
2018-01-03/2018-12-31,3,2,2,0.995,0.7247419403274165,0.7226502126194206
2019-01-03/2019-12-31,5,3,2,0.995,0.7247045835655227,0.722612629266836
2006-01-02/2006-12-31,4,5,1,0.995,0.7240071135264503,0.7225592592008631
2013-01-03/2013-12-31,2,6,1,0.995,0.7246204696035459,0.7225280051679749
2001-01-01/2001-12-31,5,5,1,0.995,0.7232342754843497,0.7224299707399687
2023-01-02/2023-06-23,4,8,1,0.995,0.8580317526401059,0.7224225465380708
2023-01-02/2023-06-23,5,7,1,0.995,0.8580317526401059,0.7224225465380708
2000-08-03/2022-12-31,2,3,1,0.995,0.0006845583121381052,0.7224076994524243
2014-01-03/2014-12-31,5,4,1,0.995,0.7244663492787118,0.7223729503584064
2001-01-02/2001-12-31,5,8,1,0.995,0.7237993754665837,0.7223506516991343
2006-01-02/2006-12-31,5,2,1,0.995,0.7237769527162934,0.722328135125553
2018-01-03/2018-12-31,4,5,2,0.995,0.7243850247593193,0.7222911328597352
2000-08-10/2022-12-31,2,3,1,0.995,0.0006861608418503938,0.7222820867235992
2013-01-02/2013-12-31,4,4,1,0.995,0.7237157475685368,0.7222666738997151
2007-01-04/2007-12-31,2,2,2,0.998,0.7249903692645524,0.7222506633612003
2015-01-01/2015-12-31,4,4,1,0.998,0.7230116471047723,0.7222068263917903
2007-01-02/2007-12-31,2,7,1,0.995,0.7235537191647974,0.7221039677359504
2018-01-05/2018-12-31,4,2,1,0.998,0.7254813626596157,0.7220939833155494
2018-01-03/2018-12-31,4,3,1,0.998,0.7240265038830443,0.7219304396570696
2017-01-02/2017-12-31,3,4,1,0.995,0.7233602571502926,0.7219096967713686
2022-01-03/2022-12-31,3,5,2,0.998,0.7239401751196543,0.7218435880555598
2010-01-04/2010-12-31,4,2,2,0.998,0.7245816607926419,0.7218387072657058
2010-01-07/2010-12-31,4,6,2,0.995,0.7265208962669762,0.7218354227897485
2010-01-07/2010-12-31,5,3,2,0.998,0.7264464701889629,0.7217599792665397
2003-01-07/2003-12-31,2,4,1,0.998,0.7264405081389693,0.7217539357188333
2002-01-04/2002-12-31,2,2,2,0.995,0.7244925866134235,0.7217489256603971
2018-01-04/2018-12-31,2,4,2,0.998,0.7244822461227768,0.7217385030541128
2007-01-01/2007-12-31,2,5,1,0.995,0.7225346005404129,0.7217286750080486
2017-01-05/2017-12-31,3,3,2,0.995,0.725027397165961,0.7216355501269732
2013-01-03/2013-12-31,4,4,1,0.995,0.7237157475685367,0.7216178017253666
2006-01-02/2006-12-31,2,5,2,0.995,0.7230393520285407,0.7215874505138508
2004-01-01/2004-12-31,4,5,1,0.998,0.7216140621770278,0.7214528217799704
2004-01-02/2004-12-31,4,4,1,0.995,0.7222586733210106,0.7214521092478736
2017-01-06/2017-12-31,4,6,1,0.995,0.7254406769436623,0.7213982037799308
2001-01-04/2001-12-31,2,6,1,0.998,0.7241294639848803,0.7213829204610749
2023-01-03/2023-06-23,4,6,1,0.998,0.8582027627538046,0.7213572055956907
2018-01-05/2018-12-31,3,7,2,0.995,0.7247451818838693,0.7213505595370797
2008-01-01/2008-12-31,4,6,1,0.998,0.7215026769499907,0.7213413851729903
2013-01-01/2013-12-31,4,3,2,0.998,0.7221468303475825,0.7213400075548224
2021-01-06/2021-12-31,2,4,2,0.998,0.7253423247559666,0.7212986970530623
2012-01-05/2012-12-31,2,5,2,0.998,0.7239779888618274,0.7212302435239915
2003-01-07/2003-12-31,2,6,1,0.995,0.7259018687456018,0.7212079375878567
2010-01-05/2010-12-31,4,2,2,0.998,0.7245816607926417,0.7211854311183555
2023-01-04/2023-06-23,4,5,2,0.998,0.8588631054181702,0.721163365169845
2010-01-04/2010-12-31,4,6,2,0.995,0.7239073718280005,0.7211590663382919
2013-01-01/2013-12-31,5,4,2,0.998,0.7219290026571656,0.721121676147859
2005-01-04/2005-12-31,4,6,1,0.998,0.7238473438310704,0.7210985622486384
2012-01-05/2012-12-31,2,2,1,0.998,0.7238379610652781,0.7210891050717994
2007-01-02/2007-12-31,2,5,1,0.995,0.7225346005404129,0.7210805913479615
2013-01-04/2013-12-31,4,8,1,0.995,0.7237993754665834,0.72105021348098
2023-01-03/2023-06-23,4,8,1,0.995,0.8580317526401056,0.7210502134809794
2023-01-02/2023-06-23,2,8,2,0.998,0.8572517781333585,0.7210287214113854
2023-01-02/2023-06-23,2,8,1,0.998,0.8572517781333582,0.7210287214113849
2001-01-05/2001-12-31,5,3,2,0.995,0.724357427528099,0.7209589946407478
2006-01-02/2006-12-31,5,2,2,0.998,0.7223932814551114,0.7209386825533948
2002-01-03/2002-12-31,3,3,2,0.995,0.7230230670851356,0.7209209314270989
2005-01-07/2005-12-31,5,4,1,0.998,0.7255946881344157,0.7208965640362209
2016-01-06/2016-12-31,4,8,1,0.995,0.7242815043273854,0.7208823256851755
2010-01-07/2010-12-31,5,8,2,0.995,0.7255381526380669,0.720839257134969
2022-01-06/2022-12-31,4,5,1,0.998,0.7248673788295915,0.7208181791258962
2004-01-07/2004-12-31,5,8,1,0.995,0.724859489762862,0.7208101975519817
2004-01-01/2004-12-31,2,6,2,0.998,0.7207083374495263,0.7205466796001798
2006-01-05/2006-12-31,5,4,1,0.995,0.7239275858758512,0.7205249324200759
2010-01-05/2010-12-31,4,6,2,0.995,0.7239073718280005,0.7205045199852033
2013-01-01/2013-12-31,4,4,2,0.995,0.721299247455727,0.7204904659390841
2016-01-06/2016-12-31,4,6,2,0.998,0.7238924084350572,0.7204894097421705
2016-01-07/2016-12-31,3,6,1,0.995,0.724536572422017,0.7204834949809205
2004-01-02/2004-12-31,4,2,2,0.998,0.7212888815698483,0.7204800761193456
2023-01-04/2023-06-23,4,5,1,0.995,0.8584582831173175,0.7204332390678113
2004-01-07/2004-12-31,2,6,1,0.995,0.7243305438015102,0.7202750526218535
2004-01-05/2004-12-31,3,5,2,0.995,0.7229994675736161,0.7202439676456899
2011-01-06/2011-12-31,2,7,1,0.998,0.7242872048328678,0.7202312060447567
2004-01-01/2004-12-31,4,2,2,0.998,0.720302901875792,0.7201410574121646
2013-01-03/2013-12-31,3,7,2,0.998,0.7221653805756291,0.7200580653374137
2021-01-06/2021-12-31,4,7,1,0.995,0.7240496322378396,0.7199908516879423
2003-01-07/2003-12-31,2,8,1,0.998,0.7246624103292604,0.7199515772162747
2015-01-07/2015-12-31,2,8,1,0.998,0.7246624103292599,0.7199515772162742
2005-01-04/2005-12-31,2,5,2,0.995,0.7226617041588105,0.7199035311691142
2009-01-06/2009-12-31,2,2,2,0.995,0.7238866108844064,0.7198259222951112
2016-01-07/2016-12-31,5,6,2,0.995,0.7238556854777622,0.7197946350033624
2003-01-01/2003-12-31,2,6,1,0.995,0.7205516661984674,0.7197411599021512
2008-01-07/2008-12-31,4,8,1,0.995,0.7237993754665836,0.7197376661194872
2012-01-06/2012-12-31,5,8,1,0.995,0.7231465949506606,0.7197362826498951
2008-01-04/2008-12-31,2,6,1,0.998,0.7218207846308933,0.7197113909634212
2002-01-04/2002-12-31,3,3,1,0.998,0.7224587671269354,0.719698988993108
2012-01-06/2012-12-31,3,6,2,0.995,0.7231023404258253,0.7196915945115375
2015-01-05/2015-12-31,2,5,1,0.995,0.7231010430965765,0.7196902844714331
2023-01-03/2023-06-23,5,4,2,0.998,0.8572517781333586,0.7196509084605037
2023-01-03/2023-06-23,5,4,1,0.998,0.8572517781333585,0.7196509084605035
2023-01-03/2023-06-23,5,5,1,0.998,0.857251778133358,0.7196509084605025
2004-01-06/2004-12-31,3,5,2,0.995,0.722999467573616,0.719587713847374
2021-01-06/2021-12-31,2,4,1,0.998,0.7236352137218844,0.7195715839899244
2013-01-02/2013-12-31,3,5,2,0.995,0.7210086855012221,0.7195483179374073
2022-01-07/2022-12-31,2,4,2,0.998,0.7242514922365767,0.7195350652138427
2001-01-03/2001-12-31,3,2,2,0.998,0.7216043251239144,0.7194936266414412
2002-01-02/2002-12-31,3,8,2,0.995,0.7209113460554738,0.719450573567179
2013-01-04/2013-12-31,3,4,1,0.998,0.7222018722348197,0.7194400631436476
2019-01-07/2019-12-31,2,7,2,0.998,0.7238395483257929,0.7191175182322871
2008-01-01/2008-12-31,5,4,2,0.998,0.7192600486356184,0.71909772488512
2004-01-01/2004-12-31,2,3,2,0.995,0.7192344886613817,0.7190721531767295
2006-01-05/2006-12-31,5,3,2,0.998,0.7224800944533571,0.7190632558890712
2015-01-06/2015-12-31,2,5,1,0.995,0.7231010430965765,0.7190311691095147
2005-01-06/2005-12-31,5,3,2,0.998,0.7230195265550262,0.7189487002811472
2004-01-05/2004-12-31,2,8,1,0.998,0.7216093930284898,0.7188429040552621
2002-01-03/2002-12-31,3,8,2,0.995,0.7209113460554737,0.71879647424945
2004-01-02/2004-12-31,3,4,1,0.998,0.7195988889009591,0.7187861882773742
2014-01-06/2014-12-31,5,4,1,0.998,0.7226989174742523,0.7186243473739702
2011-01-07/2011-12-31,5,2,2,0.998,0.723236890720716,0.7185066722275077
2011-01-03/2011-12-31,4,6,1,0.998,0.7205983886944628,0.718481634138999
2001-01-02/2001-12-31,2,5,2,0.995,0.7198658981485778,0.7184007818384633
2001-01-05/2001-12-31,4,8,2,0.995,0.7217768415817145,0.7183531266979658
2012-01-04/2012-12-31,4,3,2,0.995,0.7203850312406171,0.7182669938318069
2018-01-01/2018-12-31,3,6,2,0.998,0.7190764527806013,0.7182625507849747
2004-01-07/2004-12-31,4,6,1,0.995,0.7223409351898694,0.7182621878078036
2023-01-04/2023-06-23,5,4,2,0.998,0.8572517781333585,0.7182595654310419
2023-01-04/2023-06-23,3,6,1,0.998,0.8572517781333585,0.7182595654310419
2023-01-04/2023-06-23,5,4,1,0.998,0.8572517781333585,0.7182595654310419
2023-01-04/2023-06-23,5,5,1,0.998,0.857251778133358,0.7182595654310409
2015-01-01/2015-12-31,5,5,1,0.995,0.7190584462261784,0.7182445028467248
2004-01-06/2004-12-31,2,8,1,0.998,0.7216093930284898,0.7181840423404636
2009-01-01/2009-12-31,4,5,2,0.995,0.7189786533075389,0.718164526561521
2006-01-05/2006-12-31,4,4,2,0.995,0.7215884115688659,0.7181628559533776
2007-01-01/2007-12-31,2,6,2,0.998,0.7189538507392192,0.7181396670023512
2007-01-03/2007-12-31,4,3,2,0.998,0.7201972993374387,0.7180781336259248
2010-01-07/2010-12-31,2,2,1,0.995,0.7228109911207355,0.7180749920813622
2004-01-06/2004-12-31,2,3,1,0.998,0.7214767734238628,0.7180501275814631
2006-01-02/2006-12-31,2,4,2,0.995,0.7195065699553589,0.71803996282299
2005-01-03/2005-12-31,4,4,1,0.998,0.7201490938137077,0.7180296384495863
2010-01-07/2010-12-31,2,5,1,0.995,0.7227466700013926,0.7180097984076638
2005-01-06/2005-12-31,5,3,1,0.995,0.72201715218739,0.7179346292847861
2019-01-01/2019-12-31,5,3,2,0.995,0.7187161676048595,0.71790143787375
2004-01-02/2004-12-31,5,4,1,0.995,0.7186572436184075,0.7178423785718023
2011-01-04/2011-12-31,4,6,1,0.998,0.7205983886944629,0.7178239273188128
2011-01-03/2011-12-31,2,5,2,0.995,0.7199281202583259,0.7178073375030758
2014-01-02/2014-12-31,4,3,2,0.995,0.7192459704325144,0.7177782827935071
2014-01-02/2014-12-31,3,3,2,0.998,0.7192186759926923,0.7177508752185425
2001-01-03/2001-12-31,2,5,2,0.995,0.7198658981485778,0.7177447417347987
2022-01-07/2022-12-31,5,6,1,0.995,0.7224502434826913,0.7177093522050447
2014-01-01/2014-12-31,4,3,1,0.998,0.7185228662767105,0.7177076927025884
2008-01-02/2008-12-31,4,5,1,0.998,0.7185084915124706,0.717693284939317
2001-01-02/2001-12-31,5,6,1,0.995,0.719119413840974,0.7176512016806931
2007-01-01/2007-12-31,3,3,2,0.998,0.7184599824508249,0.7176446645264867
2018-01-02/2018-12-31,3,6,2,0.998,0.7190764527806013,0.7176080625971812
2019-01-07/2019-12-31,3,6,2,0.998,0.7223222204459032,0.717579593887147
2013-01-07/2013-12-31,3,8,1,0.995,0.7222290549618373,0.7174851658895115
2007-01-02/2007-12-31,2,6,2,0.998,0.7189538507392192,0.7174849526021796
2013-01-04/2013-12-31,2,5,2,0.995,0.7202087086627337,0.7174311789084882
2015-01-08/2015-12-31,4,6,1,0.995,0.7227811756253149,0.7173788816237272
2001-01-03/2001-12-31,5,2,2,0.998,0.7194588620652699,0.7173352625016696
2010-01-04/2010-12-31,5,3,2,0.998,0.7201021234509248,0.717323754869986
2008-01-01/2008-12-31,3,8,1,0.995,0.7174506080436485,0.7172874551483334
2018-01-05/2018-12-31,5,4,1,0.998,0.7206084102445088,0.7171732928977337
2022-01-06/2022-12-31,3,6,2,0.998,0.7212301270788412,0.7171384376162314
2014-01-03/2014-12-31,4,3,2,0.995,0.7192459704325144,0.7171210938592825
2014-01-03/2014-12-31,3,3,2,0.998,0.7192186759926923,0.7170936357375909
2019-01-01/2019-12-31,2,3,2,0.998,0.7178915153684523,0.7170748933842694
2010-01-06/2010-12-31,4,5,1,0.995,0.7211585009688501,0.7170659780204652
2008-01-03/2008-12-31,4,5,1,0.998,0.7185084915124706,0.717037749298666
2005-01-07/2005-12-31,3,5,2,0.998,0.7217873996955656,0.7170375289765717
2010-01-04/2010-12-31,5,5,2,0.995,0.7197946129762662,0.7170138253339959
2001-01-01/2001-12-31,3,5,2,0.998,0.7178305262693712,0.7170137644685947
2007-01-02/2007-12-31,3,3,2,0.998,0.7184599824508249,0.7169890394817089
2004-01-06/2004-12-31,2,3,2,0.995,0.7204034147602904,0.7169662997833247
2004-01-01/2004-12-31,2,8,1,0.995,0.7170868024213769,0.7169234831957564
2001-01-05/2001-12-31,2,7,2,0.998,0.7203415510187413,0.7169038333636599
2018-01-05/2018-12-31,3,5,1,0.998,0.7202564955967343,0.7168179494573341
2012-01-02/2012-12-31,4,5,2,0.998,0.7176310071649196,0.7168137880942121
2012-01-05/2012-12-31,3,2,1,0.998,0.719577961117287,0.7167954700978592
2005-01-03/2005-12-31,4,2,2,0.998,0.7189145013021527,0.7167876375767386
2019-01-04/2019-12-31,3,4,1,0.998,0.7195617360096714,0.7167791174550853
2013-01-07/2013-12-31,3,5,2,0.998,0.7215243553655433,0.7167709246883563
2019-01-01/2019-12-31,5,2,2,0.998,0.7175877140455649,0.71677039577828
2003-01-02/2003-12-31,2,6,2,0.998,0.7182239103451916,0.7167519906799644
2002-01-02/2002-12-31,3,2,2,0.998,0.7182112710950473,0.716739299151338
2015-01-08/2015-12-31,5,3,2,0.995,0.722130744532982,0.7167184003034612
2014-01-06/2014-12-31,2,5,2,0.995,0.7207748102162235,0.7166778245381782
2010-01-05/2010-12-31,5,3,2,0.998,0.7201021234509246,0.7166620740238813
2003-01-02/2003-12-31,2,8,1,0.995,0.7180377243991873,0.7165650347714365
2003-01-06/2003-12-31,2,4,2,0.998,0.7206284664677128,0.7165297796045025
2007-01-01/2007-12-31,3,8,2,0.995,0.7173450406731592,0.7165271665401297
2019-01-01/2019-12-31,4,7,2,0.995,0.7173291075960391,0.7165111969767108
2014-01-02/2014-12-31,5,4,2,0.995,0.7179703433181642,0.7164973751134203
2016-01-07/2016-12-31,4,7,2,0.995,0.7205457490277123,0.7164461008402162
2003-01-01/2003-12-31,4,4,1,0.995,0.7172630075811065,0.7164449456076114
2005-01-07/2005-12-31,3,2,2,0.995,0.7211819371662673,0.716423875259188
2019-01-02/2019-12-31,2,2,2,0.998,0.7178759225241903,0.7164025640170275
2000-08-13/2022-12-31,2,2,2,0.998,0.0005727542022745537,0.7163901273363099
2000-08-14/2022-12-31,2,2,2,0.998,0.0005727542022745537,0.716360896481928
2010-01-01/2010-12-31,4,2,2,0.995,0.7171623161731947,0.7163440236793195
2005-01-07/2005-12-31,2,4,2,0.995,0.7210109594227742,0.7162505862788808
2019-01-04/2019-12-31,3,6,1,0.995,0.7190178572015729,0.7162309660769482
2015-01-07/2015-12-31,3,3,2,0.998,0.7209514388659001,0.7161902613324218
2000-08-03/2022-12-31,2,2,2,0.998,0.0005634712312843457,0.716159709983268
2000-08-09/2022-12-31,2,2,2,0.998,0.0005647902999073414,0.7160591033243561
2014-01-07/2014-12-31,2,5,2,0.995,0.7207748102162236,0.7160112462315414
2005-01-05/2005-12-31,4,2,2,0.998,0.7193813798384805,0.7159343182061614
2007-01-02/2007-12-31,3,8,2,0.995,0.7173450406731592,0.7158694891261136
2003-01-01/2003-12-31,3,4,1,0.998,0.7166807712732112,0.7158613770154626
2010-01-07/2010-12-31,2,7,1,0.998,0.7206166308456231,0.7158509304342351
2014-01-06/2014-12-31,2,3,2,0.995,0.7199242595863721,0.7158173939323218
2006-01-06/2006-12-31,5,2,1,0.998,0.7199236053809135,0.7158167321344366
2007-01-04/2007-12-31,5,5,2,0.995,0.7185867921167572,0.7157965181247122
2012-01-05/2012-12-31,2,6,2,0.995,0.7185205387132776,0.715729745056692
2018-01-04/2018-12-31,2,3,1,0.998,0.7185111471462242,0.7157202798319017
2012-01-03/2012-12-31,2,8,2,0.998,0.7171957142414309,0.7157195462767546
2002-01-02/2002-12-31,2,4,2,0.998,0.7171849160030508,0.7157087034708844
2009-01-01/2009-12-31,4,3,2,0.995,0.7165079008033115,0.7156881112934428
2021-01-05/2021-12-31,2,6,2,0.998,0.7191221478263341,0.7156725666926088
2005-01-07/2005-12-31,2,7,1,0.998,0.7203878289453041,0.7156190395152494
2001-01-04/2001-12-31,3,8,2,0.995,0.7184073893388832,0.7156157083525915
2002-01-04/2002-12-31,4,2,1,0.995,0.7183690269177458,0.7155770451371699
2004-01-02/2004-12-31,2,4,1,0.998,0.7163507747584809,0.7155306261191822
2015-01-07/2015-12-31,3,4,2,0.995,0.7202917115201923,0.7155216248686859
2001-01-05/2001-12-31,2,7,1,0.998,0.7189635528603019,0.715512431004919
2011-01-06/2011-12-31,3,6,1,0.998,0.7195699055894327,0.7154589289889529
2011-01-03/2011-12-31,4,6,2,0.998,0.7175923389772265,0.7154575626495402
2015-01-06/2015-12-31,3,6,1,0.998,0.7195577516667676,0.7154466341201944
2018-01-05/2018-12-31,2,2,2,0.998,0.7188766651544446,0.7154246994189943
2015-01-07/2015-12-31,4,2,1,0.998,0.720104524637827,0.7153319124274645
2019-01-07/2019-12-31,3,6,1,0.995,0.7201027177317186,0.7153300811471224
2003-01-01/2003-12-31,2,7,2,0.995,0.7161460807661225,0.7153254644533754
2005-01-03/2005-12-31,4,4,2,0.998,0.717432538251756,0.7152968070713959
2014-01-02/2014-12-31,2,3,2,0.998,0.7167589856187494,0.7152810159545361
2018-01-01/2018-12-31,3,3,1,0.998,0.716057819417801,0.7152370015125666
2001-01-02/2001-12-31,3,7,1,0.995,0.7166278046865028,0.7151492941660875
2014-01-07/2014-12-31,2,3,2,0.995,0.7199242595863721,0.7151492161517055
2016-01-06/2016-12-31,2,6,2,0.995,0.7185225032355368,0.715067099370799
2017-01-03/2017-12-31,2,5,1,0.998,0.7171990998372961,0.7150619743769218
2012-01-04/2012-12-31,2,8,2,0.998,0.7171957142414309,0.7150585685646311
2018-01-01/2018-12-31,5,2,2,0.998,0.7158174854716973,0.7149961188238294
2006-01-06/2006-12-31,3,2,2,0.998,0.7190901990382054,0.71497366214252
2003-01-01/2003-12-31,4,5,1,0.995,0.7156970344473648,0.7148753928840921
2007-01-05/2007-12-31,3,8,2,0.995,0.7183147493231491,0.7148573298233156
2008-01-02/2008-12-31,4,2,1,0.998,0.7156420399622185,0.7148202729036521
2009-01-02/2009-12-31,3,2,2,0.998,0.7162818871865128,0.7148019511723219
2011-01-04/2011-12-31,4,6,2,0.998,0.7175923389772265,0.7147942725267176
2017-01-06/2017-12-31,5,3,2,0.995,0.7188517128443611,0.7147324137441233
2015-01-06/2015-12-31,3,2,1,0.998,0.7188141005524519,0.7146943659447829
2005-01-07/2005-12-31,5,4,2,0.998,0.7194738611904723,0.7146927473082515
2022-01-06/2022-12-31,3,4,2,0.998,0.7188009962044292,0.7146811098715012
2002-01-04/2002-12-31,5,4,2,0.995,0.7174712423479971,0.7146722281099648
2000-08-03/2022-12-31,2,4,2,0.995,0.0005371512943684994,0.714632575726884
2010-01-07/2010-12-31,4,4,2,0.998,0.7193930616832286,0.7146108594012882
2018-01-02/2018-12-31,3,3,1,0.998,0.716057819417801,0.7145769605960576
2018-01-01/2018-12-31,4,4,2,0.998,0.7153721092141687,0.7145497263949842
2012-01-02/2012-12-31,3,2,2,0.995,0.7153598314017875,0.7145374205830375
2001-01-05/2001-12-31,5,3,1,0.998,0.7179840772333196,0.7145234513672615
2022-01-05/2022-12-31,5,2,2,0.998,0.7179684157933005,0.7145076381214969
2016-01-07/2016-12-31,5,6,1,0.995,0.7186245509182715,0.7145026220695873
2002-01-07/2002-12-31,3,6,1,0.995,0.7192855724032661,0.7145019224890518
2000-08-11/2022-12-31,2,4,2,0.995,0.0005384087488379833,0.7144723231754521
2022-01-07/2022-12-31,4,4,2,0.998,0.719225594018184,0.7144411364769887
2004-01-02/2004-12-31,4,5,2,0.995,0.715250648760057,0.7144279889820703
2017-01-04/2017-12-31,2,5,1,0.998,0.7171990998372961,0.7143979565052165
2004-01-05/2004-12-31,3,7,1,0.995,0.7171818483869121,0.7143805701302186
2013-01-01/2013-12-31,3,6,2,0.995,0.715183497160295,0.7143606842911198
2019-01-07/2019-12-31,4,3,1,0.995,0.7191379014440347,0.7143522632807435
2018-01-02/2018-12-31,5,2,2,0.998,0.7158174854716973,0.7143356373363376
2015-01-07/2015-12-31,2,8,1,0.995,0.7190584462261786,0.7142717385314277
2007-01-05/2007-12-31,5,2,2,0.995,0.7177278787368844,0.7142647701804897
2015-01-01/2015-12-31,4,3,2,0.995,0.7150608946681399,0.7142378023476635
2010-01-07/2010-12-31,4,8,2,0.995,0.7189697773350869,0.714181876298137
2008-01-03/2008-12-31,4,2,1,0.998,0.7156420399622185,0.7141594699379195
2005-01-05/2005-12-31,5,5,2,0.995,0.7176155540717203,0.7141513574582667
2011-01-06/2011-12-31,2,5,1,0.998,0.7181395435473474,0.714012004225738
2006-01-05/2006-12-31,2,7,1,0.995,0.7174442725166783,0.7139784172459337
2004-01-05/2004-12-31,2,7,2,0.998,0.7167333692249732,0.7139285851143272
2018-01-02/2018-12-31,4,4,2,0.998,0.7153721092141687,0.7138884290543068
2010-01-01/2010-12-31,3,7,1,0.998,0.7145862892599901,0.7137621158403525
2013-01-01/2013-12-31,4,6,1,0.998,0.7145862892599898,0.7137621158403522
2015-01-01/2015-12-31,4,6,1,0.998,0.7145862892599895,0.7137621158403519
2020-01-02/2020-12-31,4,6,1,0.998,0.7145862892599895,0.7137621158403519
2004-01-06/2004-12-31,3,7,1,0.995,0.717181848386912,0.7137134530198892
2006-01-02/2006-12-31,4,2,2,0.995,0.7151914396095584,0.7137070167697097
2002-01-04/2002-12-31,5,6,1,0.995,0.7164949761303837,0.7136883298070269
2010-01-06/2010-12-31,2,7,1,0.998,0.7178035503035588,0.7136721276581545
2023-01-03/2023-06-23,3,7,1,0.995,0.8539015231034272,0.7136568560043713
2001-01-01/2001-12-31,4,6,1,0.995,0.7144461946835933,0.7136217023512097
